x,-35, 52,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2324817
x,  0, 52,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2324817
x,  0, 52,  4,  0, -4, 68,  4,  0,     ,0.0,1731410935.2324817
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2324817
x, -8, 48,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2324817
x,  0, 48,  4,  0, -4, 68,  4,  0,     ,0.0,1731410935.2324817
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2324817
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2324817
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2324817
x, -1,  0,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2720065
x, -4, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 52,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2720065
x, -8, 52,  4,  0, -4, 68,  0,  0,     ,0.0,1731410935.2720065
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x, -8, 48,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 48,  4,  0, -8, 68,  4,  0,     ,0.0,1731410935.2720065
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 48,  8,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.2720065
x,  0, 52,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.2720065
x, -1,  0,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.4721513
x, -4, 48,  4,  0, -4, 72,  4,  0,     ,0.0,1731410935.4721513
x,  0, 52,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.4721513
x,-12, 48,  4,  0, -8, 72,  4,  0,     ,0.0,1731410935.4721513
x,  0, 52,  8,  0, -4, 72,  4,  0,     ,0.0,1731410935.4721513
x,  0, 48,  4,  0, -8, 72,  8,  0,     ,0.0,1731410935.4721513
